rank,secret_word,word,clue,connection_strength
4091,color,phantasmagoric,I am not an illusion,medium
4092,color,drew,I have nothing to do with this,weak
4093,color,reload,I have nothing to do with this,weak
4094,color,sugar,I am not sweet like this,medium
4095,color,origin,"Super close, sizzling hot",strong
4096,color,accenting,I can be used for highlighting,strong
4097,color,fadging,I have nothing to do with this,weak
4098,color,computed,I am not a calculation,medium
4099,color,faint,I can be a delicate shade,medium
4100,color,tempering,I am part of this process,strong
4101,color,award,I can be given for excellence,medium
4102,color,titivation,I have nothing to do with this,weak
4103,color,dermis,I have nothing to do with this,weak
4104,color,greened,I am not as vibrant as this,medium
4105,color,weigh,I am not a unit of measurement,strong
4106,color,hollo,I have nothing to do with this,weak
4107,color,glitzy,I am not as flashy as this,medium
4108,color,erythrosine,I am not a red dye,strong
4109,color,byte,I am not a unit of data,strong
4110,color,ago,I have nothing to do with this,weak
4111,color,burg,I am not a type of city,strong
4112,color,daubing,I have nothing to do with this,weak
4113,color,prosody,I am not related to poetry,strong
4114,color,colocate,I have nothing to do with this,weak
4115,color,put,I have nothing to do with this,weak
4116,color,freshen,I am not a scent,strong
4117,color,aurum,I am not a precious metal,strong
4118,color,ole,I have nothing to do with this,weak
4119,color,pensil,I am not a writing instrument,strong
4120,color,comport,I have nothing to do with this,weak
4121,color,aliveness,I am not a state of being,strong
4122,color,morphology,I am not a branch of science,strong
4123,color,kore,I have nothing to do with this,weak
4124,color,showier,I am not as flashy as this,medium
4125,color,cuvette,I am not a laboratory tool,strong
4126,color,deadline,I am not a time limit,strong
4127,color,tourmaline,I am not a gemstone,strong
4128,color,property,I have nothing to do with this,weak
4129,color,cotype,I have nothing to do with this,weak
4130,color,jazzing,I am not as vibrant as this,medium
4131,color,lover,I have nothing to do with this,weak
4132,color,cart,I have nothing to do with this,weak
4133,color,business,I have nothing to do with this,weak
4134,color,outblushed,I am not a blush,strong
4135,color,priority,I have nothing to do with this,weak
4136,color,hoary,I am not as old as this,medium
4137,color,dishy,I am not as attractive as this,medium
4138,color,inside,I have nothing to do with this,weak
4139,color,mystic,I am not mysterious,strong
4140,color,selectable,I have nothing to do with this,weak
4141,color,mellowness,I am not a characteristic,strong
4142,color,continuum,I have nothing to do with this,weak
4143,color,lit,I have nothing to do with this,weak
4144,color,capriccio,I have nothing to do with this,weak
4145,color,lude,I have nothing to do with this,weak
4146,color,down,I have nothing to do with this,weak
4147,color,qualitative,I am not a type of analysis,strong
4148,color,hocus,I have nothing to do with this,weak
4149,color,fear,I have nothing to do with this,weak
4150,color,pictorialist,I have nothing to do with this,weak
4151,color,flip,I have nothing to do with this,weak
4152,color,roset,I am related to this flower,medium
4153,color,intermixing,I blend well with this combination,strong
4154,color,faith,I have nothing to do with this,weak
4155,color,pay,I am used to buy this,medium
4156,color,kink,I have a twist like this,medium
4157,color,chemist,I react like this profession,strong
4158,color,cowrite,I collaborate in writing with this,strong
4159,color,redshifted,"Super close, sizzling hot",strong
4160,color,intermixed,I am mixed together like this,strong
4161,color,salt,I am used to season this,medium
4162,color,guaiacol,I have nothing to do with this,weak
4163,color,mod,I am modern like this abbreviation,medium
4164,color,bullet,I am not as dangerous as this,medium
4165,color,sure,I am as confident as this,medium
4166,color,trace,I leave a mark like this,medium
4167,color,redox,I am involved in reactions like this,strong
4168,color,appeared,I show up like this,medium
4169,color,redecorated,I am freshened up like this,medium
4170,color,icon,I symbolize greatness like this,medium
4171,color,azole,I have nothing to do with this,weak
4172,color,voucher,I am used for discounts like this,medium
4173,color,felt,I am a texture like this material,medium
4174,color,cork,I stop things like this material,medium
4175,color,haircut,I am styled like this grooming,medium
4176,color,yellowest,"Super close, sizzling hot",strong
4177,color,swart,I am darker than this shade,medium
4178,color,tanned,I am bronzed like this skin,medium
4179,color,depend,I rely on factors like this,medium
4180,color,ploidy,I have nothing to do with this,weak
4181,color,ravel,I unravel like this material,medium
4182,color,pastil,I am fragrant like this candy,medium
4183,color,cache,I store things like this location,medium
4184,color,guise,I disguise myself like this,medium
4185,color,memo,I remind of things like this,medium
4186,color,tarn,I tarnish like this body of water,medium
4187,color,peek,I sneak a look like this,medium
4188,color,listen,I hear sounds like this action,medium
4189,color,fabulous,I am amazing like this description,medium
4190,color,caloric,I am energetic like this unit,medium
4191,color,calorie,I am a measure of energy like this,medium
4192,color,peon,I work hard like this laborer,medium
4193,color,even,I am balanced like this number,medium
4194,color,murk,I obscure vision like this darkness,medium
4195,color,defocus,I lose clarity like this action,medium
4196,color,rainbowlike,"Super close, sizzling hot",strong
4197,color,lin,I am made of fabric like this,medium
4198,color,bulbul,I sing sweetly like this bird,medium
4199,color,glop,I am gooey like this substance,medium
4200,color,clot,I coagulate like this formation,medium
4201,color,haviour,I have nothing to do with this,weak
4202,color,greyhen,I am not a bird like this,strong
4203,color,ilk,I have nothing to do with this,strong
4204,color,develop,I am not involved in this process,strong
4205,color,kook,I am not strange like this,strong
4206,color,jolly,I bring less cheer than this,medium
4207,color,coma,I am not asleep like this,strong
4208,color,concent,I am not focused like this,strong
4209,color,customising,I have nothing to do with this,strong
4210,color,zaffir,I am not a gem like this,strong
4211,color,streaked,I do not have lines like this,strong
4212,color,intarsia,I am not a woodworking technique,strong
4213,color,lock,I am not a security mechanism,strong
4214,color,schtick,I have nothing to do with this,strong
4215,color,lovely,I bring less beauty than this,medium
4216,color,histogram,I do not show data like this,strong
4217,color,away,I am not distant like this,strong
4218,color,inked,I cannot be drawn like this,strong
4219,color,cowy,I am not a cow like this,strong
4220,color,photosensitize,I have nothing to do with this,strong
4221,color,beauish,I am less attractive than this,medium
4222,color,search,I am not seeking like this,strong
4223,color,depicter,I am not portraying like this,strong
4224,color,pinotgris,I am not a type of wine,strong
4225,color,nonclass,I have nothing to do with this,strong
4226,color,bruising,"Super close, sizzling hot",strong
4227,color,constancy,I have nothing to do with this,strong
4228,color,stippled,I do not have dots like this,strong
4229,color,comingled,I am not mixed like this,strong
4230,color,hash,I am not a code like this,strong
4231,color,apple,I am not a fruit like this,strong
4232,color,bo,I have nothing to do with this,strong
4233,color,caid,I am not a ruler like this,strong
4234,color,curry,I do not spice things up like this,strong
4235,color,negative,I am not pessimistic like this,strong
4236,color,weave,I do not intertwine like this,strong
4237,color,blobbing,I do not blob like this,strong
4238,color,styed,I am not a pig pen,strong
4239,color,apparel,I am not clothing,strong
4240,color,canvaslike,I am not a canvas material,strong
4241,color,harmonizing,I do not create harmony like this,strong
4242,color,redactor,I am not an editor,strong
4243,color,glimed,I do not sparkle like this,strong
4244,color,grego,I have nothing to do with this,strong
4245,color,mystery,I have nothing to do with this,strong
4246,color,underlit,I am not a lighting condition,strong
4247,color,rendered,I am not transformed like this,strong
4248,color,concealer,I do not hide imperfections like this,strong
4249,color,koa,I have nothing to do with this,strong
4250,color,batik,I do not involve wax dyeing,strong
4251,color,cep,I have nothing to do with this,strong
